visit_id,user_id,restaurant_id,rating_given,visit_date
10745,50859,783,1.8,2025-05-12
10746,41784,832,4.6,2024-02-09
10747,37923,699,4.0,2023-12-31
10748,44558,775,1.3,2025-05-05
10749,2029,787,2.8,2023-02-23
10750,20309,618,3.8,2023-03-29
10751,52483,445,1.6,2024-12-27
10752,23689,172,1.4,2023-05-20
10753,26530,521,3.7,2025-03-09
10754,34611,602,2.8,2021-10-05
10755,91937,97,4.0,2021-12-07
10756,44559,925,4.4,2024-01-29
10757,24876,215,2.9,2023-11-02
10758,98862,744,2.1,2023-11-22
10759,6622,834,2.6,2023-05-10
10760,1765,692,4.1,2025-01-23
10761,86000,273,2.4,2021-06-05
10762,25818,229,4.7,2025-01-06
10763,70167,809,3.6,2020-10-01
10764,39366,529,3.8,2023-04-19
10765,18007,133,4.9,2025-05-05
10766,60564,757,3.6,2022-12-08
10767,35987,989,2.2,2022-11-20
10768,80102,301,4.8,2023-09-17
10769,43330,535,3.2,2022-02-22
10770,32700,401,2.5,2024-12-28
10771,86547,131,1.2,2024-03-28
10772,65506,601,3.1,2021-06-24
10773,70019,471,2.5,2023-03-19
10774,92610,842,1.2,2022-08-11
10775,80380,163,1.7,2024-09-18
10776,36675,347,4.8,2025-01-16
10777,80518,533,4.7,2022-05-06
10778,33991,214,3.0,2022-05-05
10779,23719,9,4.0,2022-05-13
10780,22744,926,4.2,2023-05-20
10781,77441,740,3.2,2025-07-05
10782,5318,670,3.7,2022-01-02
10783,76453,403,1.7,2021-01-04
10784,13989,456,4.3,2023-07-03
10785,61016,72,4.5,2020-08-26
10786,33524,301,4.5,2023-04-23
10787,33491,552,3.2,2021-04-30
10788,57571,163,1.8,2024-11-29
10789,33156,896,3.3,2023-07-29
10790,12957,505,2.3,2023-09-10
10791,84211,383,4.2,2020-08-28
10792,55206,826,1.6,2021-10-05
10793,7538,134,1.8,2021-09-14
10794,39823,822,4.6,2022-03-04
10795,35869,185,4.7,2023-06-23
10796,575,399,1.0,2025-01-24
10797,37363,58,1.6,2023-04-11
10798,77153,211,4.3,2024-03-31
10799,65483,253,4.7,2021-05-19
10800,45651,482,2.4,2024-10-06
10801,91179,892,1.2,2021-03-31
10802,65327,950,4.0,2020-09-27
10803,29688,842,2.6,2025-05-18
10804,57239,252,3.8,2022-05-10
10805,27311,501,1.2,2025-01-05
10806,28594,765,3.6,2020-09-11
10807,90557,122,4.2,2023-03-06
10808,70114,556,4.1,2023-08-10
10809,77401,870,3.3,2021-12-27
10810,56547,549,3.5,2022-12-14
10811,39223,565,3.1,2025-03-31
10812,15390,269,1.1,2020-10-03
10813,4777,384,3.3,2025-06-22
10814,93351,667,4.9,2025-07-02
10815,34501,863,2.3,2023-05-31
10816,5282,974,3.5,2024-03-31
10817,96500,558,2.1,2022-04-27
10818,36639,964,3.1,2025-01-10
10819,75048,569,1.3,2023-08-20
10820,21627,757,2.3,2024-04-30
10821,96425,155,3.1,2025-04-08
10822,63628,118,3.1,2020-11-02
10823,68460,819,3.7,2021-05-14
10824,4445,570,4.5,2023-11-17
10825,67855,121,1.6,2025-03-25
10826,1723,962,4.9,2024-06-01
10827,98034,752,2.4,2021-11-05
10828,47157,789,1.7,2024-01-01
10829,10229,828,1.1,2025-06-02
10830,76999,228,2.0,2024-06-16
10831,66866,438,2.4,2022-01-05
10832,92214,431,4.9,2025-04-14
10833,80710,789,3.0,2022-03-06
10834,13862,988,4.8,2024-07-22
10835,47577,484,4.9,2021-07-27
10836,93878,446,2.4,2022-03-25
10837,40328,602,3.6,2021-12-11
10838,47994,85,3.8,2021-11-23
10839,68285,398,3.4,2022-02-18
10840,54802,852,2.3,2022-09-24
10841,28561,375,3.7,2025-03-19
10842,762,192,3.2,2021-08-26
10843,44446,853,1.5,2023-04-07
10844,978,113,4.6,2023-05-20
10845,60819,524,4.5,2020-09-20
10846,35991,893,5.0,2023-01-07
10847,24802,701,3.4,2023-07-20
10848,2488,405,1.1,2023-11-24
10849,61396,270,4.0,2025-07-09
10850,41024,333,4.7,2023-03-27
10851,35570,506,1.1,2021-02-03
10852,4050,569,1.5,2024-10-22
10853,90547,214,1.1,2021-02-21
10854,33478,24,1.4,2025-03-02
10855,68389,355,1.9,2024-05-31
10856,4971,751,1.1,2023-07-19
10857,67384,399,2.6,2022-08-30
10858,46899,728,3.4,2023-08-27
10859,21235,656,4.6,2022-04-17
10860,60348,463,4.1,2024-03-16
10861,23910,581,2.6,2022-10-24
10862,65508,842,1.4,2021-05-13
10863,78115,728,3.9,2020-07-21
10864,334,72,2.4,2025-01-14
10865,66298,464,2.9,2021-01-04
10866,92004,112,1.7,2022-01-25
10867,78651,902,2.0,2022-02-18
10868,47667,797,1.9,2022-05-31
10869,9060,453,3.5,2022-01-20
10870,6878,295,4.8,2024-07-20
10871,14053,50,1.2,2023-12-22
10872,71674,755,2.2,2020-09-09
10873,46992,661,1.6,2020-10-20
10874,28096,576,1.6,2021-02-20
10875,47036,381,4.8,2020-09-25
10876,926,195,4.2,2024-07-27
10877,78495,52,3.8,2025-05-09
10878,98287,837,3.3,2024-06-26
10879,82452,4,4.7,2022-08-23
10880,14914,347,1.1,2023-11-07
10881,90212,674,4.9,2024-12-18
10882,90520,124,3.9,2020-09-29
10883,75125,400,5.0,2022-08-28
10884,84979,249,2.6,2024-09-25
10885,80906,809,3.3,2021-07-01
10886,30095,426,4.0,2023-05-31
10887,77724,71,4.5,2022-08-07
10888,44274,265,2.7,2025-05-08
10889,65156,258,2.6,2023-11-28
10890,77596,821,2.3,2025-03-30
10891,6292,2,4.5,2023-02-08
10892,98340,735,4.2,2023-07-04
10893,34683,713,4.4,2022-02-27
10894,33729,960,4.1,2022-04-03
10895,85136,546,3.3,2025-04-14
10896,55677,702,3.1,2020-11-13
10897,80733,917,2.9,2021-10-27
10898,98364,601,2.6,2024-09-15
10899,20514,776,3.4,2021-04-24
10900,21870,26,4.3,2024-11-01
10901,92288,388,3.8,2021-04-24
10902,36479,280,2.0,2021-12-18
10903,20606,176,1.7,2022-02-10
10904,4606,933,2.4,2023-12-19
10905,55461,132,3.5,2024-03-15
10906,62240,559,1.4,2023-03-02
10907,23686,344,3.2,2021-03-04
10908,51858,650,3.3,2023-12-31
10909,43789,771,3.2,2025-02-26
10910,69822,604,4.5,2021-12-21
10911,79504,909,1.7,2021-03-22
10912,77644,487,2.5,2020-08-22
10913,48100,534,4.5,2022-07-26
10914,84866,337,4.1,2022-04-11
10915,74660,658,4.6,2022-10-10
10916,29113,826,4.4,2021-07-08
10917,63751,948,4.5,2021-04-23
10918,3403,68,4.5,2024-08-02
10919,2618,250,2.6,2024-07-04
10920,50999,734,1.3,2024-07-21
10921,11853,458,1.8,2020-08-22
10922,87562,157,3.0,2024-06-01
10923,35642,365,4.4,2023-07-18
10924,59956,218,1.9,2023-10-10
10925,79646,377,4.3,2023-04-10
10926,86775,373,3.6,2023-01-30
10927,68619,35,4.4,2023-09-03
10928,12128,309,3.1,2023-02-23
10929,51527,607,1.7,2023-12-15
10930,90617,795,3.0,2024-10-03
10931,80698,3,2.9,2022-06-18
10932,21960,798,2.2,2022-04-26
10933,50041,934,1.9,2021-12-02
10934,82431,212,3.5,2024-03-20
10935,80327,391,1.9,2021-09-18
10936,17237,842,2.5,2020-08-28
10937,68358,274,3.7,2021-10-07
10938,14387,962,4.2,2024-06-22
10939,49692,662,3.5,2024-08-14
10940,72424,922,4.2,2022-07-22
10941,41550,796,1.7,2023-03-22
10942,4622,566,3.7,2023-05-15
10943,33320,59,3.2,2020-07-30
10944,32560,376,1.9,2024-05-11
10945,15098,901,2.4,2023-12-04
10946,7803,824,2.0,2020-09-13
10947,77549,398,1.7,2023-11-22
10948,55126,35,2.7,2022-07-29
10949,85292,441,3.2,2023-09-08
10950,27440,548,2.7,2023-04-25
10951,565,139,4.4,2025-04-20
10952,46387,204,2.2,2021-07-08
10953,96668,481,1.1,2021-11-17
10954,23786,885,2.9,2022-03-22
10955,62158,51,1.9,2025-03-12
10956,43850,524,3.3,2022-02-03
10957,55536,399,2.0,2020-09-30
10958,17929,698,4.8,2022-01-04
10959,77521,978,3.8,2023-05-11
10960,2052,33,1.3,2023-11-11
10961,11611,772,1.1,2023-02-07
10962,27164,588,1.6,2023-11-29
10963,56219,556,2.5,2021-11-17
10964,4873,591,2.9,2022-01-31
10965,39557,60,3.1,2020-11-17
10966,42457,396,4.5,2025-01-16
10967,94145,948,4.1,2022-10-22
10968,28752,66,2.7,2024-11-28
10969,84826,46,4.6,2022-09-17
10970,95733,461,2.6,2023-06-17
10971,25430,1000,4.3,2023-02-21
10972,47727,482,3.3,2025-04-01
10973,26996,585,2.9,2024-12-24
10974,399,153,3.8,2022-07-09
10975,26800,430,4.1,2021-11-09
10976,47959,609,1.3,2021-07-16
10977,86912,507,1.8,2022-05-01
10978,99072,830,3.2,2022-04-18
10979,1540,40,3.7,2021-06-05
10980,84463,411,3.0,2024-09-22
10981,90449,75,1.1,2024-06-08
10982,71184,538,3.1,2025-03-08
10983,47130,513,1.2,2021-08-05
10984,68716,651,3.2,2022-02-07
10985,17518,785,4.4,2023-12-06
10986,46116,773,4.7,2023-03-01
10987,81846,81,3.7,2021-04-20
10988,64643,128,1.4,2020-09-21
10989,86813,584,2.2,2025-04-14
10990,88120,299,4.9,2021-02-26
10991,26830,177,1.7,2024-02-14
10992,75872,468,2.5,2023-08-16
10993,2967,841,3.2,2025-04-04
10994,58189,458,4.1,2020-11-09
10995,5537,728,1.3,2023-12-06
10996,60157,521,2.2,2021-07-27
10997,50185,863,3.0,2023-09-12
10998,62452,881,2.1,2024-07-28
10999,22857,632,1.0,2024-06-21
11000,99552,195,4.9,2021-04-25
11001,67795,899,1.3,2020-08-27
11002,86873,226,4.6,2021-07-22
11003,34650,174,3.2,2024-05-23
11004,21665,505,4.8,2023-10-16
11005,79107,741,1.1,2022-06-06
11006,71212,950,3.3,2025-05-24
11007,5240,132,4.3,2025-03-13
11008,1584,509,2.3,2025-07-03
11009,58402,149,3.4,2024-03-08
11010,40751,602,4.1,2023-11-08
11011,27628,682,2.7,2024-10-12
11012,65616,555,2.8,2020-09-21
11013,42501,656,3.5,2022-03-25
11014,24354,114,1.2,2021-01-02
11015,67520,237,1.1,2020-10-18
11016,98034,383,1.3,2021-07-22
11017,99937,129,3.3,2022-03-02
11018,65003,970,2.3,2021-03-10
11019,86295,105,3.5,2021-02-23
11020,73703,991,1.7,2021-08-11
11021,29434,114,1.8,2025-05-25
11022,28490,308,1.1,2023-12-13
11023,9524,270,2.2,2021-01-09
11024,55732,190,4.8,2022-09-22
11025,48343,546,1.5,2022-01-16
11026,1250,960,4.4,2022-11-07
11027,3535,217,2.2,2023-03-25
11028,19,413,2.8,2023-10-30
11029,43361,894,2.4,2022-02-10
11030,63773,86,3.6,2023-01-12
11031,37081,344,1.1,2021-06-13
11032,20685,928,4.6,2023-07-19
11033,96682,390,3.5,2021-02-24
11034,64224,530,1.3,2025-03-30
11035,39081,457,4.6,2020-10-09
11036,55130,425,1.1,2022-04-09
11037,81300,628,1.3,2024-12-29
11038,34021,839,1.4,2024-04-07
11039,73351,339,3.1,2025-04-18
11040,60321,39,1.3,2025-05-09
11041,9677,963,2.8,2020-09-14
11042,50935,14,1.8,2021-05-09
11043,88356,176,2.5,2023-06-20
11044,42481,925,3.5,2021-04-19
11045,83214,32,3.0,2022-01-13
11046,86695,943,4.7,2020-11-01
11047,3558,272,2.4,2021-05-19
11048,7728,119,3.1,2023-02-19
11049,93751,50,3.5,2024-05-24
11050,75822,834,4.0,2022-10-18
11051,33929,229,1.1,2021-11-29
11052,35119,92,3.1,2023-04-15
11053,88900,245,1.4,2024-06-25
11054,53771,409,3.5,2023-06-10
11055,76191,429,4.5,2024-12-01
11056,16801,509,3.0,2025-01-05
11057,50559,847,4.0,2022-09-09
11058,49582,83,3.5,2024-08-25
11059,96808,416,1.7,2022-11-26
11060,2445,191,2.3,2020-11-14
11061,19687,87,4.1,2020-11-18
11062,27455,836,1.4,2022-06-15
11063,74002,973,1.1,2025-06-24
11064,39803,118,1.8,2021-08-22
11065,18983,587,3.0,2024-11-19
11066,37575,600,2.3,2020-10-24
11067,3570,189,3.0,2022-06-12
11068,31792,351,2.3,2020-08-31
11069,63687,319,1.3,2020-10-05
11070,4025,156,3.6,2024-02-29
11071,1138,740,3.6,2024-08-28
11072,63858,915,5.0,2020-11-14
11073,46306,983,4.4,2022-03-27
11074,33021,640,1.4,2024-09-04
11075,25520,407,4.3,2024-05-18
11076,48474,492,1.7,2025-06-14
11077,6492,605,3.5,2023-05-15
11078,34817,353,2.2,2020-09-07
11079,98140,695,1.4,2024-03-05
11080,2228,829,4.3,2020-07-27
11081,48869,237,3.2,2021-08-21
11082,54911,926,3.4,2020-11-23
11083,93482,191,4.4,2023-07-25
11084,55793,5,4.2,2020-10-31
11085,15633,403,2.3,2021-07-04
11086,7509,170,4.1,2023-06-02
11087,77813,374,2.2,2021-10-31
11088,50518,363,3.3,2024-08-27
11089,8351,731,2.1,2021-01-15
11090,21435,850,1.8,2021-02-02
11091,47621,675,3.9,2023-08-10
11092,5992,748,1.1,2023-02-24
11093,17747,373,3.9,2020-11-29
11094,95539,875,2.3,2024-02-04
11095,44245,776,3.9,2024-03-01
11096,53800,439,1.6,2022-09-01
11097,97506,417,1.3,2021-06-03
11098,48561,372,1.4,2021-11-16
11099,13256,726,1.6,2023-11-12
11100,97810,752,3.8,2021-03-05
11101,43402,538,1.1,2024-03-07
11102,70516,49,1.6,2022-10-13
11103,47742,893,2.0,2024-12-03
11104,54206,570,2.6,2024-04-08
11105,31068,607,3.3,2023-11-01
11106,11461,168,3.7,2024-02-24
11107,1356,980,3.0,2024-12-03
11108,50743,518,4.7,2023-06-28
11109,19191,784,3.0,2021-12-25
11110,52530,151,1.6,2021-07-28
11111,75919,52,3.2,2023-06-12
11112,17003,646,1.6,2020-11-15
11113,23677,441,3.0,2024-05-15
11114,95404,223,2.7,2024-04-10
11115,64488,166,4.8,2022-05-18
11116,93101,252,4.6,2022-09-16
11117,77019,646,4.9,2020-09-24
11118,14043,21,4.7,2023-05-05
11119,11276,419,1.8,2024-07-19
11120,34788,740,2.1,2023-02-05
11121,64059,376,4.0,2021-05-18
11122,86502,854,1.5,2023-11-02
11123,18462,828,2.1,2023-06-19
11124,52270,322,3.1,2021-08-18
11125,68076,804,1.7,2022-11-20
11126,44774,411,4.8,2023-01-29
11127,65738,135,2.6,2025-05-25
11128,28501,985,2.0,2021-01-09
11129,76356,510,3.5,2024-08-03
11130,65799,395,1.8,2022-05-08
11131,69145,265,3.1,2021-02-27
11132,53946,106,2.8,2022-05-02
11133,81346,13,2.1,2021-06-09
11134,84559,560,3.0,2021-06-12
11135,75483,484,1.8,2021-01-11
11136,43296,161,1.3,2024-11-28
11137,95634,506,3.1,2021-12-17
11138,88560,283,4.5,2023-01-17
11139,98785,297,4.4,2021-02-28
11140,26791,279,3.4,2024-03-21
11141,63783,145,1.2,2022-07-25
11142,90802,191,3.9,2025-02-28
11143,15233,995,2.5,2020-12-15
11144,75290,700,2.9,2022-12-23
11145,51395,975,4.9,2025-03-01
11146,97450,410,2.0,2020-08-05
11147,25707,233,1.2,2022-01-09
11148,46235,294,4.1,2022-08-04
11149,25707,109,1.5,2025-06-08
11150,32882,303,2.0,2024-08-01
11151,37858,816,3.1,2020-10-16
11152,55508,197,2.7,2023-07-30
11153,1569,577,2.5,2021-10-29
11154,20335,794,1.9,2024-05-24
11155,25866,421,2.7,2023-05-04
11156,83676,698,4.2,2024-02-26
11157,46806,797,3.7,2024-11-24
11158,12026,932,1.7,2022-06-29
11159,66122,282,3.8,2024-10-17
11160,40871,473,3.0,2021-02-19
11161,22788,362,2.1,2023-12-27
11162,71501,93,4.0,2023-03-03
11163,61841,439,2.9,2023-02-09
11164,92394,57,4.4,2021-08-05
11165,43188,82,3.5,2020-09-10
11166,7177,55,4.4,2020-12-06
11167,67053,355,3.6,2024-03-08
11168,27224,538,3.3,2023-09-22
11169,53079,774,1.1,2025-04-05
11170,9030,776,4.0,2022-04-26
11171,49953,852,4.5,2022-04-30
11172,67594,95,4.8,2022-10-21
11173,37000,897,3.3,2023-11-01
11174,55312,435,5.0,2025-06-30
11175,8589,478,4.5,2023-04-05
11176,85382,974,1.0,2021-11-01
11177,57809,150,4.0,2025-03-14
11178,51950,132,2.9,2023-11-21
11179,75905,118,2.9,2023-05-27
11180,7149,54,4.0,2022-07-23
11181,23306,855,2.9,2021-07-10
11182,753,641,3.1,2024-03-09
11183,13120,6,4.3,2020-10-24
11184,44723,446,2.1,2022-06-24
11185,78847,862,5.0,2021-05-23
11186,18123,879,2.5,2023-12-17
11187,62386,963,3.5,2022-09-10
11188,77902,929,3.9,2024-12-13
11189,53320,737,1.5,2024-03-30
11190,45839,452,2.5,2023-05-17
11191,73092,807,3.1,2025-03-09
11192,82058,399,2.7,2021-05-14
11193,50666,86,2.0,2024-02-23
11194,50249,832,2.5,2021-10-15
11195,30357,9,3.8,2021-05-20
11196,69548,159,4.1,2022-03-16
11197,20841,559,4.2,2024-08-26
11198,98422,924,3.2,2020-10-01
11199,70003,796,3.1,2023-09-01
11200,82096,5,2.6,2022-03-17
11201,47806,901,1.6,2025-02-08
11202,68093,235,4.3,2023-05-27
11203,7383,398,4.7,2024-02-19
11204,81974,718,2.9,2021-09-27
11205,16343,569,4.0,2020-09-21
11206,55518,38,4.4,2024-07-24
11207,59031,659,1.8,2023-02-07
11208,56915,338,3.8,2023-05-01
11209,17258,202,3.7,2024-03-10
11210,21468,145,2.1,2023-04-17
11211,93617,99,3.3,2024-04-12
11212,69851,163,2.9,2024-01-10
11213,49757,578,1.6,2023-03-13
11214,80802,379,3.4,2022-05-08
11215,30752,360,2.2,2020-12-29
11216,85462,250,2.5,2020-09-24
11217,51911,701,2.1,2023-01-08
11218,37827,336,3.3,2022-07-10
11219,17062,895,2.6,2024-10-30
11220,50197,309,1.4,2022-09-17
11221,92999,629,3.6,2025-02-18
11222,22842,872,3.5,2021-07-20
11223,3937,335,1.7,2023-05-16
11224,36048,153,3.4,2022-10-12
11225,40408,35,2.3,2023-03-06
11226,31212,553,1.4,2025-02-28
11227,72513,923,4.1,2021-11-18
11228,69409,239,2.1,2022-12-27
11229,89822,430,1.4,2024-06-18
11230,42966,210,4.1,2024-01-23
11231,1493,624,4.5,2022-11-26
11232,84351,255,4.5,2022-01-29
11233,21801,548,3.3,2021-04-17
11234,96856,421,3.3,2022-01-25
11235,546,491,1.1,2021-12-24
11236,76661,196,2.5,2023-10-28
11237,20617,866,2.3,2024-06-17
11238,85118,542,2.0,2023-03-26
11239,86934,359,4.7,2023-12-06
11240,46878,359,3.6,2021-02-03
11241,34079,65,2.2,2024-11-26
11242,41275,86,4.6,2024-04-13
11243,25504,387,4.3,2023-01-13
11244,53994,457,4.6,2023-04-19
11245,74884,426,1.6,2020-09-27
11246,12662,365,4.5,2022-01-26
11247,26902,514,1.4,2021-03-18
11248,25773,906,3.0,2024-10-29
11249,22729,724,3.6,2025-04-01
11250,18073,275,2.6,2022-05-14
11251,31296,525,2.4,2024-05-06
11252,15360,808,2.8,2024-11-21
11253,37467,911,2.9,2022-12-09
11254,14829,543,1.7,2020-10-01
11255,14358,884,1.3,2025-05-27
11256,11421,872,2.9,2023-08-29
11257,2879,23,2.2,2024-12-09
11258,94408,424,2.6,2022-11-26
11259,36788,658,2.7,2021-05-24
11260,87805,523,1.5,2021-12-25
11261,16591,852,2.5,2020-11-05
11262,8008,808,4.8,2024-09-11
11263,12085,960,4.2,2024-07-29
11264,38341,752,3.7,2021-10-26
11265,69721,175,3.0,2025-01-08
11266,74252,835,1.2,2023-02-13
11267,3643,75,4.9,2025-07-06
11268,22841,633,1.4,2020-10-08
11269,25405,909,3.8,2023-01-17
11270,30027,966,1.9,2022-07-16
11271,98665,315,4.9,2024-09-04
11272,63120,606,3.6,2021-01-07
11273,44710,597,3.9,2020-10-26
11274,569,361,3.1,2025-05-06
11275,25878,714,5.0,2024-12-08
11276,29411,706,4.1,2023-12-18
11277,5970,934,4.7,2022-05-01
11278,79522,753,5.0,2021-08-14
11279,53759,10,2.3,2021-05-11
11280,85381,218,2.6,2020-08-22
11281,21866,33,2.0,2024-12-09
11282,44595,222,3.8,2023-06-30
11283,44197,505,5.0,2020-09-24
11284,90700,273,4.5,2020-08-22
11285,31437,975,2.5,2025-03-01
11286,14118,638,4.8,2022-12-15
11287,3782,136,4.2,2022-11-23
11288,60540,70,3.6,2022-09-30
11289,44476,64,4.9,2024-08-24
11290,96434,414,3.1,2024-09-24
11291,18819,196,3.6,2023-09-20
11292,61049,232,4.5,2025-05-22
11293,66178,813,2.9,2021-12-12
11294,7364,549,3.8,2023-03-22
11295,53050,989,2.2,2021-09-04
11296,25966,905,4.7,2022-09-02
11297,94656,647,3.5,2025-06-01
11298,73413,645,2.9,2022-10-23
11299,96643,293,2.4,2023-09-27
11300,58917,934,1.8,2022-01-25
11301,24332,979,4.5,2024-10-20
11302,45272,481,2.1,2021-09-11
11303,4270,831,1.1,2021-12-08
11304,55498,719,3.4,2022-05-08
11305,44026,396,4.5,2020-12-06
11306,12910,661,1.7,2024-08-15
11307,59214,995,4.1,2023-02-20
11308,97189,820,1.2,2024-03-03
11309,67071,887,2.3,2021-07-16
11310,80722,26,3.7,2021-02-21
11311,17821,150,1.9,2023-04-10
11312,19110,114,4.3,2022-07-07
11313,95183,86,3.5,2021-04-22
11314,87343,275,2.4,2024-12-17
11315,87606,408,4.7,2024-06-01
11316,47702,715,2.8,2023-03-31
11317,99741,533,3.1,2021-04-17
11318,72306,446,1.9,2023-02-12
11319,16791,520,1.2,2021-02-01
11320,26053,153,3.9,2021-11-26
11321,61809,221,4.9,2022-07-17
11322,19408,812,3.5,2025-07-01
11323,86982,15,4.1,2022-10-31
11324,9512,641,2.2,2021-12-11
11325,4885,931,1.9,2025-06-09
11326,16161,956,3.1,2023-12-27
11327,97069,168,3.7,2020-11-03
11328,36686,124,2.4,2020-10-03
11329,70825,494,2.6,2020-09-24
11330,21908,84,2.9,2021-04-29
11331,86482,441,3.0,2023-05-29
11332,86257,763,1.6,2022-08-01
11333,46124,104,4.0,2021-08-21
11334,96808,246,4.9,2025-02-26
11335,60028,363,2.4,2025-05-20
11336,5727,18,4.4,2025-03-15
11337,27015,104,2.6,2023-05-17
11338,72048,814,4.3,2022-02-02
11339,88479,966,1.3,2020-09-06
11340,87057,564,2.5,2020-07-23
11341,75853,32,4.1,2022-11-14
11342,29147,606,2.1,2023-06-20
11343,23282,997,1.7,2024-02-27
11344,48925,546,3.4,2020-10-30
11345,10157,969,2.6,2023-09-23
11346,77105,780,1.8,2025-05-11
11347,84683,1000,2.0,2021-01-22
11348,42582,782,4.1,2025-05-06
11349,53114,168,4.9,2020-09-07
11350,46537,171,4.5,2024-06-01
11351,37780,387,3.3,2023-01-14
11352,89399,901,1.1,2021-05-17
11353,74479,101,1.9,2022-02-06
11354,12709,192,4.6,2021-06-08
11355,23700,856,2.8,2023-01-01
11356,2161,201,2.2,2022-06-17
11357,31221,111,1.2,2025-07-05
11358,87682,358,4.6,2025-02-20
11359,31320,629,2.5,2022-05-10
11360,87025,699,1.8,2021-01-06
11361,73603,186,3.0,2020-09-12
11362,63960,287,3.9,2022-06-08
11363,43405,732,4.9,2024-02-25
11364,71493,252,5.0,2025-02-09
11365,5957,269,2.6,2022-03-01
11366,57460,547,1.9,2024-05-02
11367,31685,135,4.5,2021-07-01
11368,16279,889,2.3,2022-08-22
11369,55240,881,2.0,2021-11-30
11370,2398,296,3.5,2021-08-26
11371,78205,702,2.2,2021-11-10
11372,59579,287,2.5,2021-07-18
11373,16850,889,3.2,2023-05-13
11374,26361,162,1.4,2021-07-07
11375,74286,636,1.6,2020-09-30
11376,95678,694,1.7,2023-06-30
11377,46859,499,1.8,2023-07-27
11378,22261,139,2.7,2023-07-06
11379,33849,415,2.5,2022-01-05
11380,275,27,4.9,2025-01-19
11381,37577,344,4.4,2022-06-03
11382,22976,154,4.5,2022-02-06
11383,41290,98,2.6,2023-01-26
11384,66400,585,4.2,2023-10-24
11385,18515,768,3.9,2024-06-23
11386,28202,135,4.4,2024-01-19
11387,95050,293,1.8,2024-10-23
11388,97544,463,1.4,2020-12-30
11389,52158,762,2.0,2024-04-13
11390,46499,776,3.2,2025-07-07
11391,89247,928,3.6,2023-10-18
11392,8526,352,1.4,2022-07-01
11393,58365,49,3.8,2020-09-24
11394,83921,147,1.2,2025-07-07
11395,6816,223,3.3,2021-12-19
11396,46468,557,1.9,2022-02-04
11397,37680,60,4.3,2024-06-26
11398,5090,530,2.7,2022-09-08
11399,9582,333,1.2,2023-01-28
11400,93280,705,3.4,2022-10-26
11401,46453,904,2.7,2023-07-30
11402,29070,389,4.7,2022-01-05
11403,77521,736,2.9,2021-09-15
11404,93220,776,4.5,2021-12-20
11405,35141,979,4.4,2021-01-20
11406,73351,757,1.2,2021-02-22
11407,60206,510,4.1,2023-05-14
11408,31412,312,2.6,2024-06-10
11409,25726,299,1.1,2024-12-27
11410,24327,978,2.6,2021-01-28
11411,2007,679,2.0,2024-09-22
11412,55004,891,4.2,2025-02-27
11413,84059,834,1.1,2022-11-09
11414,71461,724,2.0,2024-01-09
11415,17113,653,4.6,2020-09-13
11416,44959,611,4.2,2023-08-14
11417,65975,45,1.1,2025-04-08
11418,11030,565,3.4,2021-08-11
11419,42487,685,2.8,2020-12-10
11420,60476,238,2.3,2023-11-18
11421,35824,221,4.6,2022-09-10
11422,67957,887,2.1,2021-04-23
11423,6895,320,1.4,2021-06-14
11424,70093,594,3.1,2024-05-16
11425,4983,266,2.0,2024-12-22
11426,67432,705,2.7,2020-11-26
11427,4124,545,1.0,2022-08-05
11428,80551,418,1.1,2024-01-27
11429,93493,515,1.7,2024-04-09
11430,63538,38,2.7,2022-03-08
11431,54063,6,3.9,2023-11-26
11432,40004,480,3.0,2022-09-05
11433,64123,919,1.4,2022-11-07
11434,56684,231,3.1,2022-07-06
11435,3430,885,3.4,2022-10-20
11436,95800,192,4.1,2020-12-19
11437,41495,732,1.1,2021-10-29
11438,42834,622,1.4,2021-07-11
11439,77110,940,1.0,2024-07-08
11440,66422,651,4.3,2022-05-26
11441,95566,10,1.1,2024-11-28
11442,25722,50,4.1,2021-02-02
11443,30319,776,1.6,2022-02-23
11444,3971,965,1.1,2024-08-26
11445,38542,672,3.0,2024-02-24
11446,22127,434,1.4,2022-12-23
11447,1305,983,4.5,2020-07-23
11448,387,52,2.6,2023-04-06
11449,14371,597,2.7,2022-04-29
11450,12524,767,3.1,2023-02-18
11451,63644,81,2.3,2024-05-22
11452,69677,808,3.2,2024-01-13
11453,9320,669,3.4,2021-05-18
11454,39411,896,2.5,2022-03-01
11455,19270,862,2.5,2025-06-06
11456,72572,278,3.4,2021-07-21
11457,15459,401,2.4,2023-10-27
11458,18614,90,4.5,2023-11-30
11459,10749,399,3.3,2020-08-20
11460,83290,147,2.5,2023-06-09
11461,58564,249,4.2,2022-05-09
11462,72316,209,4.6,2024-07-10
11463,6260,674,1.6,2020-11-07
11464,94220,920,2.3,2021-07-13
11465,31187,463,4.2,2022-08-01
11466,99666,509,4.3,2021-08-18
11467,40704,156,4.3,2023-09-08
11468,16818,473,4.9,2021-03-03
11469,72453,283,2.1,2021-01-09
11470,1890,993,2.7,2023-01-18
11471,27370,271,2.0,2024-11-11
11472,70555,331,5.0,2023-07-26
11473,51128,106,4.4,2020-08-05
11474,92268,858,4.3,2022-11-28
11475,28476,315,1.9,2024-01-11
11476,5812,653,3.1,2023-05-08
11477,58452,250,2.7,2021-12-24
11478,52944,669,4.9,2020-10-23
11479,49925,252,4.2,2022-07-21
11480,27835,481,2.1,2022-06-03
